,GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
2196,0,Male,0,0,43,15,Furniture,2341,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2197,0,Male,0,1,45,15,Electronics,1029,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2198,1,Male,0,1,19,34,NewCar,10218,4,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2199,-1,Male,0,1,51,26,UsedCar,3848,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2200,0,Female,0,1,32,12,Education,718,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2201,1,Male,0,0,36,20,Electronics,5102,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2202,-1,Female,0,0,34,22,NewCar,1219,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2203,0,Male,0,1,23,4,Furniture,250,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2204,-1,Male,0,1,51,4,NewCar,1077,2,2,4,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2205,-1,Male,0,0,20,30,Education,9449,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2206,1,Male,0,0,38,20,NewCar,2544,2,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2207,1,Male,0,1,36,4,Furniture,250,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2208,0,Female,0,0,37,21,Electronics,2581,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2209,0,Male,0,1,50,20,Furniture,2853,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2210,1,Male,0,0,31,11,NewCar,1206,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
2211,1,Male,0,0,39,9,NewCar,905,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2212,1,Male,0,0,43,24,NewCar,4501,4,2,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1
2213,0,Male,0,0,23,29,UsedCar,8244,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2214,0,Male,0,1,26,28,NewCar,6047,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2215,1,Male,0,1,33,4,NewCar,767,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2216,0,Male,0,1,42,30,Furniture,8858,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2217,1,Female,0,1,19,19,Electronics,1887,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
2218,0,Male,0,1,31,19,NewCar,1511,2,2,4,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2219,0,Male,0,0,39,16,UsedCar,5518,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2220,1,Male,0,0,44,23,Electronics,5501,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2221,0,Male,0,1,40,30,NewCar,3213,2,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2222,1,Male,0,0,49,31,Furniture,4491,2,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
2223,0,Male,0,1,46,4,Education,5200,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2224,1,Female,0,1,50,21,Electronics,1999,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
2225,1,Male,0,1,38,21,Business,2106,4,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2226,0,Male,0,1,45,39,Business,6909,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2227,-1,Female,0,0,19,23,UsedCar,1316,4,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2228,0,Female,0,1,41,23,Electronics,3739,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2229,-1,Male,0,1,41,36,UsedCar,4788,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2230,1,Male,0,1,50,52,Education,8286,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2231,0,Female,0,0,19,24,NewCar,4074,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2232,0,Female,0,0,46,9,Furniture,6702,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2233,1,Male,0,1,47,10,Business,6593,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2234,1,Male,0,1,72,4,NewCar,250,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2235,0,Male,0,0,35,17,Furniture,2613,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2236,0,Male,0,1,49,21,Electronics,3523,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2237,-1,Male,0,1,28,32,Furniture,3391,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2238,0,Male,0,0,35,14,Electronics,2102,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2239,-1,Female,0,0,33,18,UsedCar,2804,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2240,1,Male,0,1,38,38,Electronics,2236,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2241,1,Female,0,0,48,10,Electronics,3111,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2242,0,Male,0,1,22,20,Retraining,5414,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2243,1,Male,0,0,34,5,Furniture,250,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2244,1,Male,0,1,33,10,UsedCar,250,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2245,-1,Male,0,0,21,15,Electronics,250,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2246,1,Male,0,1,47,4,Electronics,250,2,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2247,1,Male,0,0,32,30,Electronics,6093,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2248,1,Female,0,1,27,28,UsedCar,3861,3,3,4,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
2249,0,Male,0,1,34,14,UsedCar,250,2,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2250,1,Male,0,1,32,28,NewCar,2811,4,3,2,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1
2251,1,Female,0,0,25,11,NewCar,1339,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2252,1,Female,0,1,45,19,UsedCar,5425,2,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2253,0,Female,0,0,46,15,Electronics,1871,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2254,0,Female,0,0,19,6,Repairs,250,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2255,1,Male,0,1,29,13,NewCar,2418,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2256,1,Male,0,0,27,17,NewCar,250,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
2257,1,Male,0,0,31,38,Education,5752,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2258,1,Male,0,1,19,42,Electronics,5979,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
2259,0,Female,0,0,19,10,NewCar,1724,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2260,1,Male,0,0,28,34,NewCar,4032,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
2261,0,Female,0,1,32,30,NewCar,673,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2262,0,Female,0,0,21,10,Furniture,630,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2263,1,Female,0,0,19,18,Electronics,250,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2264,1,Male,0,0,29,4,UsedCar,250,2,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2265,1,Male,0,1,30,35,Other,2815,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2266,0,Female,0,0,29,38,Retraining,8296,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
2267,0,Male,0,1,63,36,NewCar,4738,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2268,1,Male,0,0,35,21,NewCar,3397,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
2269,0,Male,0,1,32,27,Furniture,4398,2,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
2270,-1,Male,0,0,63,29,Electronics,5893,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2271,1,Female,0,0,35,32,Electronics,4304,4,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2272,1,Male,0,1,46,22,Business,5571,3,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2273,-1,Male,0,1,19,23,Furniture,3833,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2274,1,Male,0,1,38,4,Electronics,250,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2275,0,Female,0,0,19,18,Furniture,250,4,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2276,0,Male,0,1,19,16,Furniture,629,4,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2277,-1,Male,0,1,50,24,Business,7691,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2278,1,Male,0,1,39,4,Electronics,8570,1,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2279,1,Female,0,1,57,14,Retraining,5575,1,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
2280,1,Male,0,1,43,25,Electronics,1754,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2281,1,Male,0,1,29,27,Business,7640,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2282,0,Male,0,1,26,15,NewCar,250,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2283,-1,Female,0,0,19,43,Furniture,8120,1,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2284,1,Male,0,1,33,24,Business,5462,1,2,2,2,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2285,0,Female,0,0,31,13,NewCar,1592,3,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2286,1,Female,0,0,19,23,NewCar,3691,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2287,0,Female,0,0,31,32,Electronics,1844,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2288,-1,Male,0,1,45,47,Business,6752,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2289,0,Male,0,1,30,43,UsedCar,5162,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2290,0,Male,0,0,31,40,Business,7289,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2291,0,Female,0,0,25,34,Furniture,2989,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2292,0,Female,0,0,26,26,NewCar,5261,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2293,0,Female,0,0,34,33,NewCar,2721,2,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2294,-1,Male,0,0,44,24,Electronics,1534,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2295,0,Male,0,0,27,7,NewCar,250,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2296,0,Male,0,1,49,4,NewCar,1611,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2297,0,Male,0,1,35,9,NewCar,383,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2298,0,Male,0,1,66,46,NewCar,4683,4,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2299,-1,Male,1,0,44,31,Other,2925,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2300,1,Male,0,0,29,36,NewCar,5031,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2301,0,Male,0,0,19,23,Furniture,4839,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2302,1,Male,0,1,36,8,Electronics,250,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2303,1,Female,0,0,30,13,Furniture,1644,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2304,1,Male,0,1,47,4,Electronics,250,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2305,1,Female,0,0,29,4,Furniture,250,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2306,0,Male,0,1,44,4,Electronics,2217,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2307,1,Male,0,1,19,20,Retraining,7493,4,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
2308,1,Male,0,1,25,24,Business,1250,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2309,1,Male,0,1,41,22,Electronics,7561,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2310,0,Male,0,1,56,8,Furniture,868,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2311,0,Male,0,1,40,16,NewCar,250,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2312,1,Male,0,1,57,13,NewCar,1235,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2313,0,Male,0,1,43,30,Retraining,4421,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2314,1,Male,0,1,30,34,Business,5751,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2315,1,Male,0,0,37,11,Business,3813,3,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2316,1,Male,0,1,29,15,UsedCar,3196,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2317,0,Male,0,0,29,28,Furniture,4417,2,4,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
2318,1,Male,0,1,47,15,Other,1803,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2319,-1,Male,0,0,31,23,Furniture,4159,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2320,1,Male,0,1,31,15,Electronics,3212,2,4,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2321,1,Male,0,1,30,15,Business,250,4,4,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2322,0,Male,0,1,32,4,Electronics,3195,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2323,1,Male,0,1,32,22,Furniture,4120,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2324,0,Female,0,0,26,26,NewCar,1820,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2325,1,Female,0,0,32,17,Electronics,3884,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
2326,1,Male,0,0,44,15,NewCar,3591,3,3,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2327,0,Male,0,1,50,33,Furniture,4009,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2328,0,Male,0,1,48,15,NewCar,1672,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2329,0,Male,0,0,27,10,Education,2807,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2330,1,Male,0,1,48,23,Electronics,3673,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2331,0,Male,0,0,33,46,NewCar,8064,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2332,-1,Female,0,0,28,11,NewCar,1920,2,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2333,0,Male,0,1,43,7,Furniture,250,4,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2334,0,Female,0,0,27,8,Business,1870,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2335,-1,Male,0,0,25,20,Furniture,1982,2,4,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2336,-1,Male,0,0,19,18,UsedCar,250,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2337,-1,Male,0,1,23,28,Furniture,2502,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2338,0,Male,0,0,46,21,NewCar,2379,3,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2339,1,Male,1,1,40,22,Furniture,250,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2340,0,Male,0,1,31,40,Education,3832,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2341,1,Male,0,0,19,17,Electronics,4058,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2342,1,Male,0,1,19,4,Electronics,250,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
2343,1,Male,0,1,42,18,NewCar,7870,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2344,-1,Male,0,1,19,31,UsedCar,6555,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2345,1,Male,0,1,39,36,Business,3738,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2346,1,Male,0,1,45,29,UsedCar,6743,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2347,1,Male,0,1,30,15,Electronics,599,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2348,1,Male,0,0,19,20,Electronics,5632,2,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2349,1,Male,0,1,23,9,NewCar,2249,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2350,0,Male,0,0,26,36,UsedCar,4159,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2351,1,Male,0,0,45,25,NewCar,4355,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2352,1,Male,0,0,46,17,NewCar,1642,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2353,1,Male,0,0,19,18,Electronics,1823,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2354,1,Female,0,0,32,26,NewCar,3834,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2355,-1,Female,0,1,43,28,Electronics,1608,3,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2356,1,Male,0,1,44,18,Furniture,6471,3,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2357,1,Female,0,0,41,23,Electronics,381,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2358,-1,Male,0,1,58,20,UsedCar,2982,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2359,1,Male,0,1,35,9,Electronics,250,4,3,4,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2360,0,Female,0,0,37,14,Furniture,5771,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2361,1,Female,0,0,33,35,NewCar,3112,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2362,0,Female,0,0,19,22,Electronics,6367,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2363,-1,Male,0,0,30,13,Electronics,250,4,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
2364,0,Female,0,0,31,20,NewCar,556,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2365,1,Male,0,0,21,32,NewCar,1305,1,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2366,-1,Female,0,1,26,15,NewCar,877,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2367,1,Male,0,1,50,21,Furniture,250,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2368,-1,Male,0,0,51,17,NewCar,3426,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2369,0,Male,0,1,31,15,Furniture,5110,4,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2370,0,Female,0,1,48,4,Business,718,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2371,1,Male,0,0,19,8,Electronics,250,4,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2372,1,Male,0,1,45,21,NewCar,1276,2,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
2373,0,Male,0,1,50,34,Business,8274,2,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2374,0,Female,0,0,53,8,Electronics,250,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2375,-1,Female,0,0,40,38,Furniture,7542,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2376,0,Female,0,1,26,19,Retraining,1153,4,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2377,1,Male,0,1,33,4,Electronics,250,4,4,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
2378,0,Male,0,1,21,4,NewCar,250,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
2379,1,Male,0,1,28,6,Furniture,6169,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
2380,1,Male,0,1,40,4,NewCar,250,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2381,1,Male,0,0,32,7,Business,2372,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2382,1,Male,0,1,65,17,Education,1863,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2383,1,Male,0,1,32,20,NewCar,1697,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2384,1,Female,0,0,46,39,UsedCar,4584,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
2385,0,Female,0,1,42,19,Furniture,4622,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2386,1,Male,1,1,44,35,Electronics,9471,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2387,1,Female,0,0,47,30,Furniture,5142,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2388,1,Male,0,1,51,22,NewCar,1877,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2389,1,Male,0,1,39,27,UsedCar,3718,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2390,1,Male,0,1,44,7,UsedCar,2222,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2391,-1,Male,0,1,19,55,NewCar,6259,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2392,1,Male,0,0,49,11,NewCar,3541,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2393,1,Female,0,0,20,17,NewCar,250,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
2394,0,Male,0,1,52,5,NewCar,2269,3,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2395,1,Male,0,1,58,38,NewCar,10051,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2396,1,Male,0,1,32,31,UsedCar,4120,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
