GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
-1,Male,0,1,28,54,Business,11938,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,22,24,Education,1107,1,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,Male,0,0,55,12,Repairs,682,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,Female,1,1,56,24,Retraining,1967,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,24,30,Electronics,2133,4,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1,Male,0,0,28,7,Furniture,674,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,33,39,Electronics,1984,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,52,6,Furniture,3878,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Female,0,1,74,33,Business,8858,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,Female,0,0,32,11,Furniture,1880,2,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
-1,Female,0,1,42,42,HomeAppliances,2473,4,4,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,0,1,57,21,NewCar,754,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,1,33,24,NewCar,1403,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
-1,Male,0,1,46,15,UsedCar,2133,4,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Female,0,0,62,12,Electronics,2303,4,3,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Female,0,0,62,30,UsedCar,7678,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1,Female,0,0,51,27,HomeAppliances,1555,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
-1,Male,0,1,19,28,NewCar,3441,4,4,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,Female,0,0,55,18,Other,700,3,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,29,47,NewCar,1201,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,35,10,NewCar,14555,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
-1,Male,0,1,46,36,Business,4454,4,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,47,10,NewCar,2978,4,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
-1,Male,0,1,28,14,Business,2600,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,21,27,Education,1175,1,1,3,2,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,1,28,16,HomeAppliances,797,4,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,30,48,Electronics,433,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
1,Male,0,0,67,20,NewCar,902,4,4,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1
1,Male,1,1,45,20,UsedCar,1418,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,32,11,Business,932,4,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
1,Male,0,1,64,13,Business,6143,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,23,36,Other,691,4,4,2,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,28,4,Electronics,590,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,1,54,48,Furniture,3620,2,2,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1
-1,Male,0,1,58,72,Repairs,7966,4,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,0,74,8,Education,1409,2,2,4,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
1,Male,0,1,36,4,Business,618,2,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,1,0,52,40,Furniture,1424,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,Female,0,1,74,48,Repairs,3485,4,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Female,0,0,48,39,Education,5507,2,4,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,Female,1,0,38,4,Business,1154,2,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,1,36,14,Business,9572,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,0,42,24,Electronics,2325,4,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
-1,Male,0,1,30,6,Education,3017,2,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Female,0,1,24,15,Furniture,1402,3,4,4,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
-1,Male,0,1,60,18,Retraining,1360,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,42,39,Electronics,6314,2,4,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1
1,Male,0,1,25,5,Education,2288,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,Male,1,0,27,30,NewCar,915,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
1,Male,0,0,40,12,Retraining,1680,2,4,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
1,Male,0,0,53,47,Furniture,2978,4,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,36,30,Furniture,6416,3,1,2,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
-1,Male,1,0,22,60,NewCar,8613,4,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1
1,Male,0,1,36,36,Business,2659,3,4,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,Male,1,1,43,12,Electronics,8086,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,1,0,39,42,Business,1835,2,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
-1,Male,0,1,27,48,Electronics,1469,1,4,3,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
1,Male,0,0,23,18,Retraining,3650,4,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,Male,0,0,37,5,Business,929,4,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,29,72,Furniture,1225,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,1,0,36,16,UsedCar,707,1,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Female,0,0,65,60,NewCar,2515,4,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,1,1,26,36,NewCar,8086,2,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,27,5,Repairs,4169,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,39,24,Business,6229,3,4,4,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1,Male,0,0,25,27,NewCar,683,2,2,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
-1,Male,0,1,30,36,Retraining,343,2,2,4,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,Male,0,1,37,14,NewCar,2397,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,1,32,27,Electronics,1577,4,3,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1
1,Male,0,0,45,36,Electronics,9857,4,4,2,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1
1,Male,0,1,36,22,Other,2397,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,41,6,UsedCar,5711,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1,Male,0,0,24,30,Repairs,9572,2,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,1,1,30,42,Repairs,7966,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1,Male,1,1,66,6,Electronics,841,1,4,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
1,Male,0,0,20,26,Education,3749,4,3,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,1,31,21,Education,2631,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,0,56,36,Electronics,609,4,3,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
1,Male,1,1,22,6,Furniture,1203,2,2,2,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1
-1,Female,0,0,27,72,Retraining,1800,2,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Female,0,1,70,72,UsedCar,1113,1,3,2,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1
1,Female,0,1,53,18,NewCar,2051,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,Male,0,0,45,18,NewCar,2032,1,2,1,2,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
1,Male,0,1,75,9,Business,1295,2,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
-1,Male,0,1,51,42,Electronics,6403,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Female,0,0,41,36,Business,2122,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,Male,0,1,28,33,NewCar,3844,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,Male,0,1,42,72,Electronics,8471,4,3,2,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0
1,Male,0,0,55,54,Retraining,882,3,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,Male,0,0,74,24,Electronics,983,3,4,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,Male,1,1,25,20,Electronics,3345,1,4,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
1,Male,0,1,66,48,Electronics,4576,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,74,36,Electronics,3568,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1
1,Male,0,0,35,15,NewCar,2764,3,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,46,6,Business,5801,2,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,Female,0,1,49,12,Electronics,1795,1,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0
1,Female,0,0,75,4,Repairs,1516,2,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,Male,1,1,75,8,NewCar,1381,4,2,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1
-1,Male,0,0,70,54,Electronics,1283,1,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,51,42,NewCar,1512,3,4,3,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
1,Male,0,1,45,24,Retraining,2141,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,63,40,Electronics,4370,1,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,1,1,28,12,Other,5965,2,4,2,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1
-1,Male,0,1,65,40,UsedCar,3660,4,4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,43,39,Retraining,2775,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,37,20,UsedCar,2212,4,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
1,Female,0,0,51,39,Other,975,4,4,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
1,Male,0,1,45,6,NewCar,7865,3,3,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
1,Male,0,0,62,18,Electronics,1514,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,0,48,54,UsedCar,1647,2,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,Male,0,1,30,42,Electronics,7855,1,4,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1,Male,0,1,33,54,HomeAppliances,8858,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,27,26,Electronics,1164,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,52,8,UsedCar,3077,4,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,25,13,Furniture,6187,4,4,3,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,1,1,47,9,NewCar,2538,2,3,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
-1,Male,0,0,39,30,Education,3757,1,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,1,63,14,NewCar,2353,4,3,3,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,0,75,36,NewCar,626,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,1,0,36,36,Electronics,448,2,4,2,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1
1,Female,0,0,70,60,Electronics,731,4,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
1,Female,0,1,57,11,Business,7297,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,Female,0,1,39,30,NewCar,1236,4,4,4,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
1,Male,0,0,29,6,Business,1410,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,Male,0,1,24,5,Electronics,1200,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
-1,Male,0,1,52,45,Education,3939,3,4,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1
1,Male,0,0,62,6,Retraining,1568,4,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1,Male,0,0,23,26,Electronics,3976,4,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Female,0,0,29,28,Other,5742,4,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,1,1,30,6,Business,2141,2,4,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
1,Male,0,0,34,42,NewCar,2012,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1,Male,0,0,26,4,Electronics,1484,4,4,2,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
1,Male,0,1,47,6,Electronics,3915,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
-1,Male,0,1,55,5,NewCar,6419,4,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
1,Male,1,0,47,33,NewCar,8648,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Female,0,0,57,33,UsedCar,1887,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
-1,Male,0,1,45,28,Furniture,6614,4,4,2,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
-1,Male,0,1,61,42,Electronics,1503,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,23,12,Electronics,2337,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,Female,0,1,36,39,NewCar,2745,4,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,36,6,UsedCar,10623,4,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Female,1,1,62,15,NewCar,3777,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,48,6,NewCar,1936,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1
1,Female,0,1,59,15,Education,1984,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,23,47,Furniture,1887,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,Male,0,1,19,11,Business,1444,2,4,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1
1,Male,0,1,37,42,Electronics,3676,2,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,37,26,Business,5150,3,1,2,2,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1
1,Male,0,0,74,21,Repairs,1413,4,4,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,36,12,Business,1967,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,Male,0,1,70,45,NewCar,12169,4,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
1,Male,1,0,28,5,NewCar,1864,1,3,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,1,1,20,18,NewCar,14896,2,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,1,74,12,Electronics,1521,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1,Male,0,0,68,11,Electronics,1797,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,53,24,HomeAppliances,5234,4,4,2,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
-1,Male,1,1,26,42,Furniture,2142,4,4,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
1,Male,0,0,40,6,Business,3976,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,1,0,40,48,Education,4526,2,3,1,2,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
-1,Female,0,0,33,30,Business,1747,3,3,2,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1
-1,Male,0,0,56,18,NewCar,1413,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,24,12,NewCar,10366,4,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-1,Male,0,1,43,12,Business,4736,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,Male,0,1,26,10,Business,6836,3,1,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
-1,Male,1,1,19,27,Electronics,2333,4,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,Male,1,1,23,7,Furniture,6350,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,Male,0,1,41,13,Other,1107,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,48,72,Education,10222,4,4,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
1,Male,1,0,58,26,Repairs,3149,1,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,60,40,NewCar,4169,3,3,3,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,Male,1,0,29,10,NewCar,15945,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,Male,1,0,21,60,Electronics,1544,4,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
1,Male,0,1,41,40,Other,1038,4,3,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,1,45,21,Furniture,4933,2,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,1,45,27,UsedCar,4139,2,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,1,0,24,72,Furniture,3749,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,Male,0,1,27,39,Furniture,1131,4,1,4,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,0,36,21,Education,2241,4,2,1,2,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
1,Female,0,1,58,47,Electronics,1591,2,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,28,7,Other,6350,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,45,45,Business,2331,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
1,Male,0,1,33,9,NewCar,618,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,37,18,Education,4657,4,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,33,42,Furniture,1007,3,4,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
-1,Female,1,1,48,36,Other,7253,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1,Female,0,1,60,21,Furniture,7476,4,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,Female,0,1,30,30,NewCar,6836,4,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,Female,0,0,62,27,Repairs,2463,4,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,0,70,6,Electronics,3021,4,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,1,0,48,24,Furniture,1442,4,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,0,45,18,Business,1376,4,2,3,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
1,Female,0,1,23,10,NewCar,5943,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,19,30,Education,950,2,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
-1,Female,0,0,60,15,Business,3074,4,3,2,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1
1,Female,0,1,54,48,Electronics,1864,4,2,2,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
-1,Male,0,1,23,36,Furniture,3123,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,Female,0,0,57,47,NewCar,1381,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,1,1,40,33,NewCar,4165,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,55,48,Business,4020,3,4,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0
-1,Male,0,1,36,13,Electronics,1943,2,2,3,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1
1,Male,0,0,23,48,Furniture,662,4,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1,Female,0,0,33,42,NewCar,7966,3,2,2,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,41,9,NewCar,1851,4,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,Male,0,1,60,7,Repairs,6229,2,3,2,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,49,28,Electronics,3857,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,33,36,Other,2622,2,3,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-1,Male,0,1,22,24,Furniture,2659,4,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,61,21,Electronics,1721,4,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,28,11,UsedCar,4165,4,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
1,Male,0,0,28,45,Electronics,5103,4,2,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
1,Male,0,0,62,33,HomeAppliances,745,4,2,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
